pop,arm,knob,value,FA,FS,UA,US
unselected union,draft max-5,margin,620.0,3554,840,2,238
unselected union,draft max-5,margin,630.0,3542,852,2,238
unselected union,draft max-5,margin,640.0,3536,858,0,240
unselected union,draft max-5,margin,650.0,3514,880,0,240
unselected union,draft max-5,margin,660.0,3506,888,0,240
unselected union,draft max-5,margin,670.0,3494,900,0,240
unselected union,draft max-5,margin,680.0,3484,910,0,240
unselected union,draft max-5,margin,690.0,3462,932,0,240
unselected union,draft max-5,margin,700.0,3440,954,0,240
unselected union,draft max-5,margin,710.0,3426,968,0,240
unselected union,draft max-5,margin,720.0,3412,982,0,240
unselected union,draft max-5,margin,730.0,3402,992,0,240
unselected union,draft max-5,margin,740.0,3394,1000,0,240
unselected union,draft max-5,margin,750.0,3380,1014,0,240
unselected union,draft max-5,margin,760.0,3358,1036,0,240
unselected union,draft max-5,margin,770.0,3356,1038,0,240
unselected union,draft max-5,margin,780.0,3324,1070,0,240
unselected union,draft max-5,margin,790.0,3310,1084,0,240
unselected union,draft max-5,margin,800.0,3296,1098,0,240
unselected union,draft max-5,margin,810.0,3274,1120,0,240
unselected union,draft max-5,margin,820.0,3250,1144,0,240
unselected union,draft max-5,margin,830.0,3228,1166,0,240
unselected union,draft max-5,margin,840.0,3214,1180,0,240
unselected union,draft max-5,margin,850.0,3192,1202,0,240
unselected union,draft max-5,margin,860.0,3180,1214,0,240
unselected union,draft max-5,margin,870.0,3164,1230,0,240
unselected union,draft max-5,margin,880.0,3152,1242,0,240
unselected union,draft max-5,margin,890.0,3147,1247,0,240
unselected union,draft max-5,margin,900.0,3136,1258,0,240
unselected union,draft max-5,margin,910.0,3124,1270,0,240
unselected union,draft max-5,margin,920.0,3116,1278,0,240
unselected union,draft max-5,margin,930.0,3106,1288,0,240
unselected union,draft max-5,margin,940.0,3098,1296,0,240
unselected union,draft max-5,margin,950.0,3090,1304,0,240
unselected union,draft max-5,margin,960.0,3078,1316,0,240
unselected union,draft max-5,margin,970.0,3068,1326,0,240
unselected union,draft max-5,margin,980.0,3058,1336,0,240
unselected union,draft max-5,margin,990.0,3050,1344,0,240
unselected union,draft max-5,margin,1000.0,3042,1352,0,240
unselected union,draft max-5,margin,1010.0,3036,1358,0,240
unselected union,draft max-5,margin,1020.0,3030,1364,0,240
unselected union,draft max-5,margin,1030.0,3018,1376,0,240
unselected union,draft max-5,margin,1040.0,3006,1388,0,240
unselected union,draft max-5,margin,1050.0,2992,1402,0,240
unselected union,draft max-5,margin,1060.0,2988,1406,0,240
unselected union,draft max-5,margin,1070.0,2986,1408,0,240
unselected union,draft max-5,margin,1080.0,2976,1418,0,240
unselected union,draft max-5,margin,1090.0,2966,1428,0,240
unselected union,draft max-5,margin,1100.0,2960,1434,0,240
unselected union,draft max-5,margin,1110.0,2952,1442,0,240
unselected union,draft max-5,margin,1120.0,2936,1458,0,240
unselected union,draft max-5,margin,1130.0,2924,1470,0,240
unselected union,draft max-5,margin,1140.0,2920,1474,0,240
unselected union,draft max-5,margin,1150.0,2908,1486,0,240
unselected union,draft max-5,margin,1160.0,2896,1498,0,240
unselected union,draft max-5,margin,1170.0,2882,1512,0,240
unselected union,draft max-5,margin,1180.0,2870,1524,0,240
unselected union,draft max-5,margin,1190.0,2862,1532,0,240
unselected union,draft max-5,margin,1200.0,2848,1546,0,240
unselected union,draft max-5,margin,1210.0,2840,1554,0,240
unselected union,draft max-5,margin,1220.0,2816,1578,0,240
unselected union,draft max-5,margin,1230.0,2812,1582,0,240
unselected union,draft max-5,margin,1240.0,2800,1594,0,240
unselected union,draft max-5,margin,1250.0,2790,1604,0,240
unselected union,draft max-5,margin,1260.0,2784,1610,0,240
unselected union,draft max-5,margin,1270.0,2772,1622,0,240
unselected union,draft max-5,margin,1280.0,2760,1634,0,240
unselected union,draft max-5,margin,1290.0,2750,1644,0,240
unselected union,draft max-5,margin,1300.0,2748,1646,0,240
unselected union,draft max-5,margin,1310.0,2742,1652,0,240
unselected union,draft max-5,margin,1320.0,2734,1660,0,240
unselected union,draft max-5,margin,1330.0,2716,1678,0,240
unselected union,draft max-5,margin,1340.0,2712,1682,0,240
unselected union,draft max-5,margin,1350.0,2704,1690,0,240
unselected union,draft max-5,margin,1360.0,2698,1696,0,240
unselected union,draft max-5,margin,1370.0,2694,1700,0,240
unselected union,draft max-5,margin,1380.0,2684,1710,0,240
unselected union,draft max-5,margin,1390.0,2676,1718,0,240
unselected union,draft max-5,margin,1400.0,2664,1730,0,240
unselected union,draft max-5,margin,1410.0,2656,1738,0,240
unselected union,draft max-5,margin,1420.0,2648,1746,0,240
unselected union,draft max-5,margin,1430.0,2642,1752,0,240
unselected union,draft max-5,margin,1440.0,2632,1762,0,240
unselected union,draft max-5,margin,1450.0,2626,1768,0,240
unselected union,draft max-5,margin,1460.0,2624,1770,0,240
unselected union,draft max-5,margin,1470.0,2614,1780,0,240
unselected union,draft max-5,margin,1480.0,2600,1794,0,240
unselected union,draft max-5,margin,1490.0,2594,1800,0,240
unselected union,draft max-5,margin,1500.0,2580,1814,0,240
unselected union,draft max-5,scale,1.0,4222,172,24,216
unselected union,draft max-5,scale,1.01,4211,183,24,216
unselected union,draft max-5,scale,1.02,4198,196,24,216
unselected union,draft max-5,scale,1.03,4192,202,22,218
unselected union,draft max-5,scale,1.04,4185,209,20,220
unselected union,draft max-5,scale,1.05,4180,214,18,222
unselected union,draft max-5,scale,1.06,4174,220,16,224
unselected union,draft max-5,scale,1.07,4170,224,15,225
unselected union,draft max-5,scale,1.08,4160,234,15,225
unselected union,draft max-5,scale,1.09,4156,238,14,226
unselected union,draft max-5,scale,1.1,4143,251,12,228
unselected union,draft max-5,scale,1.11,4132,262,11,229
unselected union,draft max-5,scale,1.12,4126,268,11,229
unselected union,draft max-5,scale,1.13,4119,275,11,229
unselected union,draft max-5,scale,1.14,4112,282,11,229
unselected union,draft max-5,scale,1.15,4105,289,10,230
unselected union,draft max-5,scale,1.16,4101,293,10,230
unselected union,draft max-5,scale,1.17,4091,303,10,230
unselected union,draft max-5,scale,1.18,4080,314,10,230
unselected union,draft max-5,scale,1.19,4075,319,10,230
unselected union,draft max-5,scale,1.2,4067,327,10,230
unselected union,draft max-5,scale,1.21,4056,338,9,231
unselected union,draft max-5,scale,1.22,4044,350,9,231
unselected union,draft max-5,scale,1.23,4037,357,9,231
unselected union,draft max-5,scale,1.24,4028,366,9,231
unselected union,draft max-5,scale,1.25,4014,380,9,231
unselected union,draft max-5,scale,1.26,3997,397,9,231
unselected union,draft max-5,scale,1.27,3988,406,9,231
unselected union,draft max-5,scale,1.28,3982,412,9,231
unselected union,draft max-5,scale,1.29,3969,425,8,232
unselected union,draft max-5,scale,1.3,3962,432,7,233
unselected union,draft max-5,scale,1.31,3952,442,7,233
unselected union,draft max-5,scale,1.32,3942,452,7,233
unselected union,draft max-5,scale,1.33,3935,459,7,233
unselected union,draft max-5,scale,1.34,3926,468,7,233
unselected union,draft max-5,scale,1.35,3912,482,7,233
unselected union,draft max-5,scale,1.36,3893,501,7,233
unselected union,draft max-5,scale,1.37,3885,509,7,233
unselected union,draft max-5,scale,1.38,3873,521,7,233
unselected union,draft max-5,scale,1.39,3861,533,7,233
unselected union,draft max-5,scale,1.4,3848,546,7,233
unselected union,draft max-5,scale,1.41,3839,555,7,233
unselected union,draft max-5,scale,1.42,3830,564,7,233
unselected union,draft max-5,scale,1.43,3820,574,7,233
unselected union,draft max-5,scale,1.44,3808,586,6,234
unselected union,draft max-5,scale,1.45,3797,597,6,234
unselected union,draft max-5,scale,1.46,3792,602,6,234
unselected union,draft max-5,scale,1.47,3784,610,6,234
unselected union,draft max-5,scale,1.48,3773,621,6,234
unselected union,draft max-5,scale,1.49,3760,634,6,234
unselected union,draft max-5,scale,1.5,3747,647,6,234
unselected union,draft max-5,scale,1.51,3733,661,6,234
unselected union,draft max-5,scale,1.52,3726,668,6,234
unselected union,draft max-5,scale,1.53,3717,677,6,234
unselected union,draft max-5,scale,1.54,3709,685,5,235
unselected union,draft max-5,scale,1.55,3700,694,5,235
unselected union,draft max-5,scale,1.56,3689,705,5,235
unselected union,draft max-5,scale,1.57,3679,715,5,235
unselected union,draft max-5,scale,1.58,3666,728,5,235
unselected union,draft max-5,scale,1.59,3658,736,5,235
unselected union,draft max-5,scale,1.6,3643,751,4,236
unselected union,draft max-5,scale,1.61,3632,762,4,236
unselected union,draft max-5,scale,1.62,3619,775,4,236
unselected union,draft max-5,scale,1.63,3606,788,4,236
unselected union,draft max-5,scale,1.64,3590,804,4,236
unselected union,draft max-5,scale,1.65,3580,814,4,236
unselected union,draft max-5,scale,1.66,3571,823,4,236
unselected union,draft max-5,scale,1.67,3560,834,4,236
unselected union,draft max-5,scale,1.68,3550,844,4,236
unselected union,draft max-5,scale,1.69,3537,857,4,236
unselected union,draft max-5,scale,1.7,3533,861,4,236
unselected union,draft max-5,scale,1.71,3522,872,4,236
unselected union,draft max-5,scale,1.72,3509,885,3,237
unselected union,draft max-5,scale,1.73,3498,896,3,237
unselected union,draft max-5,scale,1.74,3486,908,3,237
unselected union,draft max-5,scale,1.75,3476,918,3,237
unselected union,draft max-5,scale,1.76,3465,929,3,237
unselected union,draft max-5,scale,1.77,3456,938,3,237
unselected union,draft max-5,scale,1.78,3445,949,3,237
unselected union,draft max-5,scale,1.79,3438,956,3,237
unselected union,draft max-5,scale,1.8,3429,965,3,237
unselected union,draft max-5,scale,1.81,3410,984,3,237
unselected union,draft max-5,scale,1.82,3398,996,3,237
unselected union,draft max-5,scale,1.83,3392,1002,3,237
unselected union,draft max-5,scale,1.84,3380,1014,3,237
unselected union,draft max-5,scale,1.85,3373,1021,3,237
unselected union,draft max-5,scale,1.86,3359,1035,3,237
unselected union,draft max-5,scale,1.87,3349,1045,3,237
unselected union,draft max-5,scale,1.88,3333,1061,3,237
unselected union,draft max-5,scale,1.89,3325,1069,3,237
unselected union,draft max-5,scale,1.9,3312,1082,3,237
unselected union,draft max-5,scale,1.91,3302,1092,3,237
unselected union,draft max-5,scale,1.92,3294,1100,3,237
unselected union,draft max-5,scale,1.93,3283,1111,3,237
unselected union,draft max-5,scale,1.94,3269,1125,3,237
unselected union,draft max-5,scale,1.95,3262,1132,3,237
unselected union,draft max-5,scale,1.96,3248,1146,3,237
unselected union,draft max-5,scale,1.97,3238,1156,3,237
unselected union,draft max-5,scale,1.98,3228,1166,3,237
unselected union,draft max-5,scale,1.99,3219,1175,3,237
unselected union,draft max-5,scale,2.0,3206,1188,3,237
unselected union,draft max-5,scale,2.01,3191,1203,3,237
unselected union,draft max-5,scale,2.02,3184,1210,3,237
unselected union,draft max-5,scale,2.03,3177,1217,3,237
unselected union,draft max-5,scale,2.04,3161,1233,3,237
unselected union,draft max-5,scale,2.05,3150,1244,3,237
unselected union,draft max-5,scale,2.06,3144,1250,3,237
unselected union,draft max-5,scale,2.07,3126,1268,3,237
unselected union,draft max-5,scale,2.08,3118,1276,3,237
unselected union,draft max-5,scale,2.09,3108,1286,3,237
unselected union,draft max-5,scale,2.1,3096,1298,3,237
unselected union,draft max-5,scale,2.11,3086,1308,3,237
unselected union,draft max-5,scale,2.12,3077,1317,3,237
unselected union,draft max-5,scale,2.13,3067,1327,3,237
unselected union,draft max-5,scale,2.14,3059,1335,3,237
unselected union,draft max-5,scale,2.15,3046,1348,3,237
unselected union,draft max-5,scale,2.16,3034,1360,3,237
unselected union,draft max-5,scale,2.17,3029,1365,3,237
unselected union,draft max-5,scale,2.18,3025,1369,3,237
unselected union,draft max-5,scale,2.19,3019,1375,3,237
unselected union,draft max-5,scale,2.2,3002,1392,3,237
unselected union,draft max-5,scale,2.21,2996,1398,3,237
unselected union,draft max-5,scale,2.22,2987,1407,3,237
unselected union,draft max-5,scale,2.23,2980,1414,3,237
unselected union,draft max-5,scale,2.24,2971,1423,3,237
unselected union,draft max-5,scale,2.25,2961,1433,3,237
unselected union,draft max-5,scale,2.26,2946,1448,3,237
unselected union,draft max-5,scale,2.27,2937,1457,3,237
unselected union,draft max-5,scale,2.28,2933,1461,3,237
unselected union,draft max-5,scale,2.29,2921,1473,3,237
unselected union,draft max-5,scale,2.3,2904,1490,3,237
unselected union,draft max-5,scale,2.31,2896,1498,3,237
unselected union,draft max-5,scale,2.32,2886,1508,3,237
unselected union,draft max-5,scale,2.33,2871,1523,3,237
unselected union,draft max-5,scale,2.34,2859,1535,3,237
unselected union,draft max-5,scale,2.35,2847,1547,3,237
unselected union,draft max-5,scale,2.36,2839,1555,3,237
unselected union,draft max-5,scale,2.37,2828,1566,3,237
unselected union,draft max-5,scale,2.38,2821,1573,3,237
unselected union,draft max-5,scale,2.39,2817,1577,3,237
unselected union,draft max-5,scale,2.4,2801,1593,3,237
unselected union,draft max-5,scale,2.41,2791,1603,3,237
unselected union,draft max-5,scale,2.42,2784,1610,3,237
unselected union,draft max-5,scale,2.43,2779,1615,3,237
unselected union,draft max-5,scale,2.44,2771,1623,3,237
unselected union,draft max-5,scale,2.45,2767,1627,3,237
unselected union,draft max-5,scale,2.46,2758,1636,3,237
unselected union,draft max-5,scale,2.47,2752,1642,3,237
unselected union,draft max-5,scale,2.48,2742,1652,3,237
unselected union,draft max-5,scale,2.49,2732,1662,3,237
unselected union,draft max-5,scale,2.5,2728,1666,3,237
unselected union,draft max-5,scale,2.51,2724,1670,3,237
unselected union,draft max-5,scale,2.52,2710,1684,3,237
unselected union,draft max-5,scale,2.53,2700,1694,3,237
unselected union,draft max-5,scale,2.54,2693,1701,3,237
unselected union,draft max-5,scale,2.55,2684,1710,3,237
unselected union,draft max-5,scale,2.56,2681,1713,3,237
unselected union,draft max-5,scale,2.57,2674,1720,3,237
unselected union,draft max-5,scale,2.58,2664,1730,3,237
unselected union,draft max-5,scale,2.59,2656,1738,3,237
unselected union,draft max-5,scale,2.6,2643,1751,3,237
unselected union,draft max-5,scale,2.61,2637,1757,3,237
unselected union,draft max-5,scale,2.62,2633,1761,3,237
unselected union,draft max-5,scale,2.63,2625,1769,3,237
unselected union,draft max-5,scale,2.64,2611,1783,3,237
unselected union,draft max-5,scale,2.65,2600,1794,3,237
unselected union,draft max-5,scale,2.66,2593,1801,3,237
unselected union,draft max-5,scale,2.67,2587,1807,3,237
unselected union,draft max-5,scale,2.68,2579,1815,3,237
unselected union,draft max-5,scale,2.69,2575,1819,3,237
unselected union,draft max-5,scale,2.7,2569,1825,3,237
unselected union,draft max-5,scale,2.71,2560,1834,3,237
unselected union,draft max-5,scale,2.72,2554,1840,3,237
unselected union,draft max-5,scale,2.73,2548,1846,3,237
unselected union,draft max-5,scale,2.74,2539,1855,3,237
unselected union,draft max-5,scale,2.75,2532,1862,3,237
unselected union,draft max-5,scale,2.76,2526,1868,3,237
unselected union,draft max-5,scale,2.77,2516,1878,3,237
unselected union,draft max-5,scale,2.78,2506,1888,3,237
unselected union,draft max-5,scale,2.79,2498,1896,3,237
unselected union,draft max-5,scale,2.8,2497,1897,3,237
unselected union,draft max-5,scale,2.81,2491,1903,3,237
unselected union,draft max-5,scale,2.82,2482,1912,3,237
unselected union,draft max-5,scale,2.83,2467,1927,3,237
unselected union,draft max-5,scale,2.84,2461,1933,3,237
unselected union,draft max-5,scale,2.85,2456,1938,3,237
unselected union,draft max-5,scale,2.86,2445,1949,3,237
unselected union,draft max-5,scale,2.87,2440,1954,3,237
unselected union,draft max-5,scale,2.88,2433,1961,3,237
unselected union,draft max-5,scale,2.89,2428,1966,3,237
unselected union,draft max-5,scale,2.9,2421,1973,3,237
unselected union,draft max-5,scale,2.91,2412,1982,3,237
unselected union,draft max-5,scale,2.92,2404,1990,3,237
unselected union,draft max-5,scale,2.93,2400,1994,3,237
unselected union,draft max-5,scale,2.94,2396,1998,3,237
unselected union,draft max-5,scale,2.95,2384,2010,3,237
unselected union,draft max-5,scale,2.96,2379,2015,3,237
unselected union,draft max-5,scale,2.97,2367,2027,3,237
unselected union,draft max-5,scale,2.98,2357,2037,3,237
unselected union,draft max-5,scale,2.99,2353,2041,3,237
unselected union,draft max-5,scale,3.0,2347,2047,3,237
unselected union,stage mean-3,margin,0.0,4373,21,58,182
unselected union,stage mean-3,margin,10.0,4367,27,54,186
unselected union,stage mean-3,margin,20.0,4364,30,50,190
unselected union,stage mean-3,margin,30.0,4362,32,42,198
unselected union,stage mean-3,margin,40.0,4355,39,39,201
unselected union,stage mean-3,margin,50.0,4349,45,38,202
unselected union,stage mean-3,margin,60.0,4346,48,35,205
unselected union,stage mean-3,margin,70.0,4335,59,32,208
unselected union,stage mean-3,margin,80.0,4328,66,30,210
